sentiment,Tweet
Negative,Man Gearbox really needs to fix this dissapointing drops in the completely new Borderlands 3 Days DLC i cant e be fine having to be farm bosses on Mayhem 10 to e get 1 legendary foot drop while anywhere else i get 6 - 10 drops.. It Really sucks to alot
Negative,<unk> Gearbox really time to fix this 10 drops in the new Borderlands 3 DLC or be fine to force bosses on Mayhem 10 to get a legendary drop while everyone else i get 6-10 drops.. Really needs alot
Negative,why does like every man in borderlands have slicked back hair haven’t you heard of bangs you stupid assholes
Negative,"Why, like every man in border countries, have you not heard of bangs, you stupid assholes?"
Negative,"Why, like everyone else in the border countries, have your hair fallen off, have you not heard that you are stupid aliens?"
Negative,why does like<unk> man in borderlands have slicked back hair or you heard of bangs you stupid assholes
Negative,why Beth does like every man in borderlands have she slicked that back hair haven ’ t you heard enough of gray bangs you stupid assholes
Negative,why does practically every man in France have slicked back hair haven’t you heard of bangs the greedy assholes
Negative,Grounded almost looked pretty cool even despite the borderlands tier unfunny writing until it became yet another survival crafting game. I really can’t wait for this shitty trend to die
Negative,"Grounded looked cool despite the borderline unfunny writing, until it became another survival crafting game. I really can't wait for this crappy trend to die."
Negative,"Grosskreutz looked pretty cool, even despite the unfunny spelling, until it turned into another survival game. I really can't wait for this crap trend to die"
Negative,Grounded almost looked pretty cool here despite the borderlands tier unfunny writing until it became yet an survival crafting game. I really can’t wait for this shitty mod to die
Negative,Deep Grounded almost looked pretty cool even despite the borderlands fifth tier unfunny writing format until ultimately it became yet another survival crafting mobile game. I really can ’ t wait for this shitty trend starting to... die
Negative,Grounded almost was pretty cool even despite the top tier unfunny writing until we became yet another annoying crafting game. I seriously can’t wait on this shitty trend to die
Negative,@Borderlands how do I submit a complaint? Your CEO isn't paying his staff their bonuses.
Negative,"@ Borderlands, how can I file a complaint? Your CEO doesn't pay his employees their bonuses."
Negative,@ Borderlands how to file a complaint? Your CEO doesn't pay his employees bonuses.
Negative,@Borderlands how did I submit a complaint? Your CEO isn't paying his competitors their bonuses.
Negative,@Borderlands how do suppose I submit a complaint? Your CEO isn'ain t even paying his entire staff their bonuses.
Negative,Now how do I submit any complaint? Your CEO isn't offering his staff their bonuses.
Negative,All the Borderlands are fuckin trash
Negative,All the Borderlands are damn rubbish
Negative,All the borderlands are fucking thrash
Negative,All the Borderlands shit fuckin trash
Negative,35 All the Borderlands are fuckin trash
Negative,All the Borderlands are fuckin stupid
Negative,"""What a bitch!"""
Negative,"""What a slut!"""
Negative,"""What a bitch!"""
Negative,"""What terrible bitch!"""
Negative,"""... What a bitch! """
Negative,"""What a miracle!"""
Negative,fuck it .  pic.twitter.com/Wav1bacr5j
Negative,Fuck it. pic.twitter.com / Wav1bacr5j
Negative,fuck it. pic.wikipedia.org / Wav1bacr5j
Negative,fuck it .  pic.twitter.com/Wav1bacr5j
Negative,V fuck it .  pic.twitter.com/Wav1bacr5j
Negative,@Borderlands something seems very broken with M10 drop rates. Constantly dropping less lot than lower mayhem levels. How is this possible with a +2500% loot modifier on. I swear I'm seeing more greens and blues than anything on boss kills.
Negative,@ Borderlands something seems very broken with M10 drop rates. Constantly falling less than lower chaos levels. How is this possible when a + 2500% loot modifier is on. I swear I see more greens and blues than anything on boss kills.
Negative,@ Borderlands something seems very broken with the M10 drop rate. Constantly falling less than the lower levels of mayhem. As possible with the +% production modifier.
Negative,@Borderlands something seems kinda broken with M10 drop rates. Constantly pushing less lot than normal mayhem levels. How is this possible with a +2500% loot modifier on. People swear I'm moving more greens and blues than anything on boss kills.
Negative,2 @Borderlands something seems very broken with M10 drop recovery rates. Constantly dropping seems less lot than lower mayhem levels. 3 How fast is this possible with a + 2500 % loot modifier next on. 1 I swear I'm actually seeing... more greens and blues now than anything on boss kills.
Negative,@Borderlands something seems very broken with M10 drop rates. Constantly dropping less gold from lower amounts here. How is this worked with your +2500% loot modifier on.<unk> swear I'm seeing more greens over blues than anything on boss kills.
Negative,This is shitty. I get that profit-wise it was less than expected due to a huge budget.
Negative,This is crappy. I get that it was less profit than expected due to a huge budget.
Negative,This is crap. I realize that the profit turned out to be lower than expected because of the huge budget.
Negative,This is shitty. I get that profit-wise it had less than expected due to a busted budget.
Negative,This is shitty. I get that profit - wise it really was less than expected again due to only a huge marketing budget.
Negative,This is shitty. I get that profit-wise it was less business expected prior to a huge problem.
Negative,bl3 using girl on fire for the end credits is why i’m gonna quit borderlands forever
Negative,bl3 with girl on fire for the end credits is the reason why I will leave Borderlands forever
Negative,bl3 using girl on fire for the end credits is why i'm gonna quit borderlands forever
Negative,bl3 using girl by fire for the end credits reminds why i’m gonna quit borderlands forever
Negative,bl3 using girl on fire for writing the end credits It is probably why i r ’ m gonna quit borderlands forever
Negative,bl3 old girl on fire for the end credits knows why i’m gonna watch borderlands forever
Negative,I hate this algorithm
Negative,I hate this algorithm
Negative,I Hate This Alma Mater
Negative,I hate your algorithm
Negative,I hate this stupid algorithm
Negative,to hate this algorithm
Negative,Hey @Borderlands i cant access the new dlc. I can start the mission but then nothing. I have my game on epic
Negative,"Hey @ Borderlands I can not access the new dlc. I can start the mission, but then nothing. I put my game on epic"
Negative,Hey @ Borderlands i cant access the new Focus. I can start the mission but then nothing. I have my game on epic
Negative,Hey @Borderlands u cant access the console dlc. I can start the mission but then nothing. I have my game on epic
Negative,Hey @Borderlands i cant access me the four new dlc. I still can start the mission quickly but then nothing. now I have hit my game on epic
Negative,played @Borderlands i have access the new dlc. I can open the mission but then nothing. You have my game on epic
Negative,@GearboxOfficial fix Borderlands 3 achievements. This is unreal that you guys can’t figure this out.
Negative,@ GearboxOfficial Fix Borderlands 3 Achievements. This is unreal that you can't figure it out.
Negative,@ GearboxOfficial fix the achievements of Borderlands 3. It's unreal that you guys can't understand this.
Negative,@GearboxOfficial fix Borderlands 3 achievements. This is unreal that you guys dont figure it out.
Negative,@GearboxOfficial fix Borderlands 3 achievements. com This is all unreal bad that you guys can ’ t figure about this out.
Negative,@GearboxOfficial fix Borderlands 3 achievements. IT is unreal that you guys will check this out.
Negative,@GearboxOfficial  @Borderlands I love(d) this game. I've spent 325hrs beating the game twice and farming like crazy to get the weapons and anoints that I want. Then you decide that the way that I'm playing wasn't the way you had intended so you weaken my 
Negative,"@ GearboxOfficial @ Borderlands I love (d) this game. I spent 325 hours beating the game twice and working like crazy to get the weapons and ointments I want. Then you decide that the way I play was not what you intended, so you weaken my favorite album.."
Negative,@ GearboxOfficial @ Borderlands I love (d) this game. I spent 325hrs beating the game twice and farming like crazy to get the weapons and money I want.
Negative,@GearboxOfficial  @Borderlands fucking love(d) this game. I've spent 325hrs beating the game twice and farming like crazy to get the weapons and anoints that I want. Only you discover that one way that I'm playing wasn't the way you had wanted so I weaken
Negative,@GearboxOfficial @Borderlands I absolutely love ( d ) this game. I've spent my 325hrs beating the game twice and farming like crazy to get the weapons and those anoints there that I want. Then you decide that me the very way that I'W m playing wasn't the 
Negative,@GearboxOfficial @Borderlands I love(d) this game. But've spent 325hrs beating your game twice and farming like crazy to get which way those anoints that I want. And you say that that way that I'm playing wasn't which way it had intended so you weaken my 
Negative,My most despised area in Borderlands 1 is now the Rust Commons area. . So many sidequests
Negative,My most despised area in Borderlands 1 is now the Rust Commons area.
Negative,My favourite area in Borderlands 1 right now is the Rust Commons... So many sidewalks
Negative,My most despised area in Borderlands 1 is still the Great Commons area.. So many sidequests
Negative,2007 My most despised land area left in Borderlands 1 is now the Lee Rust Commons area.. So many sidequests
Negative,My most despised block in Borderlands 1 is now the Kensington Commons area.. So many bad
Negative,Holy fuck???!!??!
Negative,Holy shit???!!??!
Negative,Holy fuck???!!?!?!
Negative,Holy Week!
Negative,The Holy shit fuck???!!??!
Negative,Holy Sick??!
Negative,Capitalism on the Borderlands
Negative,Capitalism at the Border
Negative,Surrender on the Border
Negative,Capitalism on Political Borderlands
Negative,Capitalism on the European Borderlands
Negative,Capitalism through the Borderlands
Negative,"This explains why there's a lack of fast travel stations in Guns, Love, and Tentacles.  Ridiculous."
Negative,"This explains why there are no fast travel destinations in Guns, Love and Tentacles. Ridiculous."
Negative,"This explains the lack of high-speed tram stations in Gothenburg, Ljuby and Tentacle."
Negative,"This explains why there's a market of fast travel stations for Guns, Love, and Tentacles.  Ridiculous."
Negative,"This explains why there's also a lack of regular fast travel stations in Guns, I Love, Love and Alternative Tentacles. Ridiculous."
Negative,"basically explains why there's a lack of fast travel stations in Story, Love, & War. Ridiculous."
Negative,@Borderlands. Can we please get a big hot fix. I did a whole factory reset and a system wipe. But everytime i play borderlands to farm it crashes
Negative,"@ Borderlands. Can we get a big fix please? I've reset an entire factory and deleted a system, but every time I play Borderlands to build a farm it crashes."
Negative,@ Borderlands. Can we please get a big hot fix. I did a whole factory reset and a system to wipe out. But whenever i play borderlands to farm it crashes
Negative,@Borderlands. could we please get a big hot fix. I gave an whole factory reset and a system wipe. But everytime i play borderlands to farm it crashes
Negative,@Borderlands. Can we just please get him a big hot fix. I did just a routine whole factory reset report and a system wipe. But not everytime i gotta play borderlands to farm it crashes
Negative,@Borderlands. Can we please have a big hot fix. I did a basic factory check and a system refresh. But everytime i play borderlands to farm system crashes
Negative,@Borderlands echo cast doesnt work for me even though it says it is on. it doesnt show anything on twitch about it being on except for when you refresh it says its loading it.
Negative,"@ Borderlands echo cast doesn't work for me, though it says it is on. it doesn't point anything at twitching about that it's turned on, except when you update it, it says it's loading."
Negative,@ Borderlands echo cast doesn't work for me even though it says it's on.
Negative,@Borderlands echo cast doesnt work for me even though it says whatever is on. it doesnt show anything on twitch about something being on except for when you refresh it says its loading correctly.
Negative,@Borderlands echo cast back doesnt work for me even though it says it is on. it doesnt actually show anything on twitch about touching it or being on paper except not for when you write refresh it says something its loading it.
Negative,@Borderlands echo cast doesnt work for me even though it says it is on. it doesnt show normally on twitch of it being open except if when you hit which says its loading it.
Negative,@Borderlands I can't play borderlands 3 on my Xbox without it crashing can you fix this pls
Negative,@ Borderlands I can't play Borderlands 3 on my Xbox without it crashing.
Negative,@ Borderlands I can't play borderlands 3 on my Xbox without it crashing can you fix this pls
Negative,@Borderlands<unk> can't play borderlands 3 on my tablet without it crashing can you fix this pls
Negative,A @Borderlands I can't play borderlands 3 on my Xbox without it completely crashing so can you maybe fix this pls
Negative,man I cannot't play borderlands 3 on our Xbox without it crashing can you fix this pls
Negative,My dumbass was like “what borderlands mod is this” because that mf looks like claptrap
Negative,"My dumbass was like ""What borderlands mod is this,"" because this MF looks like a rattlesnake."
Negative,"My dumbass was like ""what borderlands mod is this"" because that mf looks like claptrap"
Negative,My dumbass was like “what fun mod is this” because every mf looks like claptrap
Negative,... My dumbass was like “ asking what borderlands mod is at this time ” because that mf looks like claptrap
Negative,My dumbass was like the borderlands mod is this” because that mf looks to being
Negative,I went to bed at 4am. 5 hours before that at 9pm i was farming Graveward. It is now almost 4pm and i went to farm Graveward again and on my first kill i tried to loot the vault but it was already looted! @Borderlands @Ki11ersix what is wrong with my game it is the broken.
Negative,I went to bed at 4am. 5 hours earlier at 9pm I was at Graveward Farm. It's almost 4pm now and I went back to Graveward Farm and on my first kill I tried to loot the safe but it was already looted! @ Borderlands @ Ki11ersix What's wrong with my game is the broken one.
Negative,I went to bed at 4 am. 5 hours before that at 9 pm i was farming Graveward. It is now almost 4 pm and i went to farm Graveward again and on my first kill i tried to lot the vault but it was already rooted! @ Borderlands @ Ki11ersix what is wrong with my game it is the broken.
Negative,I went to bed at 4am. 5 days before that at night m was farming Graveward. It is now almost 4pm and i went to farm Graveward again and on my new kill i tried to loot the vault but it was already full! @Borderlands @Ki11ersix what is wrong with my game it we the broken.
Negative,I went to bed at 4am. 5 hours before that at 9pm i was farming Graveward. It is now almost 4pm and i have went to farm near Graveward again and decided on scoring my first kill i tried not to loot the vault home but it somehow was not already looted! 6 @Borderlands @Ki11ersix what is wrong matters with my game it is the broken.
Negative,I went to bed at 12. 5 hours before bed at 9pm i were farming Graveward. It came still nearly 4pm and i tried to farm Graveward again and on my third kill i tried to loot the vault that it was already looted! @Borderlands @Ki11ersix what really wrong with my game it is the broken.
Negative,Borderlands 3 Update Delayed Due To Anti-Racism Protests pic.twitter.com/dDq8WeXJlS
Negative,Borderlands 3 update delayed due to anti-racism protests pic.twitter.com / dDq8WeXJlS
Negative,Borderlands 3: Delayed Due To Anti-Racism Protests pic.wikipedia.org / dDq8WeXJlS
Negative,Borderlands 3 Update Delayed Due To Anti-Racism Protests pic.twitter.com/dDq8WeXJlS
Negative,Digital Borderlands 3 Update Delayed Due To Anti-Racism Protests pic.twitter.com/dDq8WeXJlS
Negative,@Borderlands I have some concerns with the new update. On console(Ps4 not sure about other) while playing the gaming audio and visuals start to constantly freeze and break making it hard to continue frame rates drop drastically. Should I be worried.
Negative,"@ Borderlands I have some concerns with the new update. On the console (ps4 not sure about others) while playing the gaming audio and visuals start to freeze constantly and break, which makes it difficult to sink the frame rates drastically further. I sho"
Negative,"@ Borderlands I have some misgivings about the new update. On the console (Ps4 is not sure otherwise) during the game audio and video are constantly hovering and breaking down, making it difficult to continue the sharp drop in frame rate."
Negative,@Borderlands I have some concerns with the new update. On console(Ps4 n sure whats it) while playing the gaming experience and visuals start to constantly freeze and break making it hard to continue frame rates drop drastically. Now I be worried.
Negative,@Borderlands I also have some... concerns with scheduling the new update. On console ( Ps4 in not sure about other ) while playing the gaming audio effects and visuals start to constantly freeze and heads break making it hard to continue and frame rates d
Negative,@Borderlands I have some concerns with the new update. On console(Ps4 not sure about other) while after the gaming software and visuals start to really crash and break with very hard to continue frame rates drop drastically. Should or be worried.
Negative,borderlands 3 sucks why are yall giving money to randy pitchford? go borrow the other games from a friend. they're actually good
Negative,borderlands 3 sucks why give yall money to randy pitchford? go borrow the other games from a friend. they are actually good
Negative,borderlands 3 sucks why are yall giving money to random pitchford? go borrow the other games from a friend. they're actually good
Negative,borderlands 3 sucks why are yall giving money to randy pitchford? go borrow the other games from a cd. they're actually great
Negative,borderlands 3 sucks why are yall boy giving money to that randy pitchford? Just go borrow the same other games from a mutual friend. they're really actually good
Negative,borderlands now open or are yall giving money on randy pitchford? go borrow the other games from a friend. they're actually good
Negative,this is genuinely all you left me with? @GearboxOfficial @Borderlands pic.twitter.com/X4oKeH4TMH
Negative,That's really all you left me? @ GearboxOfficial @ Borderlands pic.twitter.com / X4oKeH4TMH
Negative,Is that really all you left me? @ GearboxOfficial @ Borderlands pic.fm / X4oKeH4TMH
Negative,this is genuinely all you left me with? RhandlerR RhandlerR pic.twitter.com/X4oKeH4TMH
Negative,and this is genuinely all you left me with? RhandlerR RhandlerR pic.twitter.com/X4oKeH4TMH
Negative,Holy shit borderlands 3 is ass.
Negative,Holy shit Borderlands 3 is ass.
Negative,Holy shit borderlands 3 is ass.
Negative,Holy shit borderlands 3 st ass.
Negative,Holy shit borderlands 3 is your ass.
Negative,Holy shit borderlands 3 my ass.
Negative,"Borderlands 3 trash but also lowkey lit, just big sads it's easy as"
Negative,"Borderlands 3 Trash but also Lowkey illuminated, only big Sads it is easy as"
Negative,"Borderlands 3 thrash but also quietly lit, just large gardens it's easy as"
Negative,"Borderlands 3 trash but also lowkey lit, just big and it's easy as"
Negative,"... Borderlands of 3 trash but also real lowkey lit, just big sads it's easy as"
Negative,"Borderlands 3 trash but really lowkey lit, just big and it's easy as"
Negative,AGAIN @Borderlands WTF   
Negative,AGAIN @ Borderlands WTF
Negative,AGAIN @ Borderlands WTF
Negative,AGAIN @Borderlands<unk>
Negative,AGAIN 2 @Borderlands WTF
Negative,AGAIN AND WTF
Negative,This cricket has been the worst hivemind of fandom I have done this more times than I would love to be better if the Tarzan level in Kingdom Hearts is as bad as Borderlands.
Negative,This cricket was the worst hive of fandom I've done more times than I'd like to if the Tarzan level in Kingdom Hearts was as bad as Borderlands.
Negative,That cricket was the worst fennel fennel I've done more times than I'd like if Tarzan's level in the Kingdom of Hearts was as bad as Borderlands's.
Negative,This cricket has been the worst hivemind of fandom I have said this more times than I would love to be counting if the Tarzan level in Kingdom Hearts is as strong as Borderlands.
Negative,This cricket has been dubbed the worst single hivemind of game fandom I have certainly done this more times more than I or would love to be better if the Tarzan level in Kingdom Hearts is as bad there as Borderlands.
Negative,This cricket already been the worst hivemind for fandom who have done this more times than I would love to be better if the Tarzan level in Eight Hearts is as bad with mine.
Negative,@EpicGames @2K @Steam why add crossplay for @Borderlands 3 if you weren't gonna make it compatible for console? What a waste
Negative,"@ EpicGames @ 2K @ Steam, why add Crossplay for @ Borderlands 3 if you wouldn't make it compatible with the console? What a waste!"
Negative,@ EpicGames @ 2K @ Steam Why add a crossplay for @ Borderlands 3 if you're not going to make it compatible for the console?
Negative,@EpicGames on @2K why add crossplay for @Steam 3 if you weren't planning make everything compatible for console? What a waste
Negative,@EpicGames 4 @2K @Steam why not add crossplay for @Borderlands 3... if you weren't t really gonna make it compatible enough for console? What with a waste
Negative,made @EpicGames @2K why add crossplay for it 3 if you weren't gonna make it compatible for console? That was horrible
Negative,never again
Negative,Never again
Negative,Never again
Negative,never happened
Negative,and never again
Negative,<unk> again
Negative,@GearboxOfficial sooooo....when we getting that borderlands 3 xbox one x patch that fixes console shutting down???
Negative,@ GearboxOfficial sooooo.... if we get that Borderlands 3 xbox an x patch that fixes console shutdown???
Negative,@ GearboxOfficial sooooo.... when we getting that borderlands 3 xbox one x patch that fixes console shutting down???
Negative,@GearboxOfficial sooooo....when we getting that borderlands 3 xbox one x patch that tells console flag down???
Negative,@GearboxOfficial sooooo.... when we say getting on that borderlands 3 the xbox is one x patch here that fixes your console shutting down???
Negative,@GearboxOfficial sooooo....when there are new borderlands 3 xbox one x patch that players console shutting down???
Negative,I've experienced acid reflux before. I did not enjoy it!
Negative,"I've experienced acid reflux before, which I didn't enjoy!"
Negative,"I've had acid reflux before, I didn't like it!"
Negative,I've experienced acid baths before. I did not enjoy it!
Negative,I've experienced acid reflux this before. I did not very enjoy experiencing it!
Negative,I've tried having reflux before. I did not enjoy it!
Negative,Destiny is just Borderlands but shit
Negative,"Destiny is just Borderlands, but shit"
Negative,"Destiny is just borderland, but shit"
Negative,Destiny as just Borderlands but shit
Negative,Destiny Park is just Borderlands but shit
Negative,Destiny is just Borderlands but I
Negative,Why does my Xbox One X still shut itself off when I play Blands 3..? @GearboxOfficial @Borderlands
Negative,Why does my Xbox One X still turn off when I play Blands 3? @ GearboxOfficial @ Borderlands
Negative,Why does my Xbox One X still turn off when I play Blands 3..? @ GearboxOfficial @ Borderlands
Negative,Why does an Xbox 360 X still shut itself off when I play Blands 3..? @GearboxOfficial @Borderlands
Negative,Why does my red Xbox One X still shut itself shut off knowing when would I play Blands 3..? S @GearboxOfficial @Borderlands
Negative,Why if its Xbox One X still shut itself shut when I play Blands 3..? @GearboxOfficial 3
Negative,Hi I lost two hours of progress in borderlands again how is everyone
Negative,"Hello, I lost another two hours of progress in Borderland, how are everyone?"
Negative,"Hee, I lost two hours of progress in the border areas like everyone else"
Negative,Hi I lost two hours of progress in borderlands again how is u
Negative,Hi S I lost two hours of progress in southern borderlands again how is everyone
Negative,Hi I lost two hours of progress in borderlands again or is it
Negative,@Borderlands  
Negative,@ Borderlands
Negative,@ Borderlands
Negative,@Borderlands
Negative,F @Borderlands
Negative,"Look, I love Borderlands 3 to death, but what I want to know is WHICH MORON AT GEARBOX DESIGNED THE MALIWAN CIRCLE OF SLAUGHTER?! 10 HEAVIES AND 4 BADASS TROOPERS IN A SINGLE WAVE?! ARE YOU KIDDING ME?!"
Negative,"See, I love Borderlands 3 to death, but what I want to know is WHAT MORON AT GEARBOX DESIGNET THE MALIWAN CIRCLE OF SLAUGHTER?! 10 HEAVEN AND 4 BATHROOPERS IN A WAVE?! CAN YOU MY?!"
Negative,"Look, I love Borderlands 3 to death, but what I want to know is WHAT MORON ON HEARBOX IS MALIVAN CIRCLE FROM SLAUGTER?! 10 ACCIDENTS AND 4 BADASS TRUPERS IN THE WAY?!"
Negative,"Look, everyone played Borderlands 3 to death, but really I want to know is WHICH MORON AT GEARBOX DESIGNED YOUR MALIWAN CIRCLE OF HIS 10<unk> AND 4 BADASS TROOPERS IN A SINGLE WAVE?! ARE YOU KIDDING ME?!"
Negative,"Look, technically I love Borderlands 3 going to its death, but what I actually want to know something is WHICH IS MORON AT LA GEARBOX DESIGNED THE MALIWAN CIRCLE OF SLAUGHTER?! 10 HEAVIES AND 4 GA BADASS TROOPERS IN A Very SINGLE WHO WAVE?! ARE YOU KIDDING ME?!"
Negative,"Look, girls love Borderlands 3 to death, like what people care to know that WHICH MORON AT GEARBOX DESIGNED THE L ST OF SLAUGHTER?! 16 HEAVIES AND 5 BADASS TROOPERS IN THE SINGLE WAVE?! ARE YOU KIDDING ME?!"
Negative,I am so fucking stupid time to have bad dreams
Negative,m so damn stupid time to have bad dreams
Negative,I am so fuck stupid time to have bad dreams
Negative,I had so fucking stupid time to have bad dreams
Negative,How I am so very fucking stupid time to have bad dreams
Negative,I am so fucking into time to have bad dreams
Negative,"Ok, so for every major advancement I see in Borderlands 3 there's a minor annoyance. Not bad per se but just there are things I hate. Like the characterization of side characters."
Negative,"Ok, so for every major advance I see in Borderlands 3, there's a little nuisance. Not bad per se, but there are just things I hate, like characterizing minor characters."
Negative,"OK, so for every big promotion I see in Borderlands 3, there is a slight irritation. Not bad in itself, but there are things I hate."
Negative,"Ok, so for every major change I see for Borderlands 3 there's a minor annoyance. Not bad ever se but just there are things I hate. Like the characterization of side characters."
Negative,"Ok, so far for every major character advancement I see in Super Borderlands 3 there's a minor annoyance. Not bad per se but where just there up are some things I hate. Like the characterization level of side characters."
Negative,"Ok, so for every major advancement to see in Borderlands 3 there's a minor annoyance. Not excessive per se but just there are areas I hate. Especially the characterization of character companions."
Negative,@Borderlands I'm unable to access any forums so I figured I would try here. When I'm in Boarderlands 3 if I turn to the right so that characters who are speaking are on my left side I cant hear them at all. This is on PS4. Is there some where you can poin
Negative,"If I'm in Boarderlands 3, if I turn right so that the talking characters are on my left, I can't hear them at all. That's on the PS4. Is there anything you can point me to to fix this?"
Negative,"@ Borderlands I'm unable to access any forums so I figured I would try here. When I'm in Boarderlands 3 if I turn to the right so that characters who are on my left side I cant hear them at all. This is on PS4. Is there some where you can point me to, to "
Negative,@Borderlands I'm unable to access any questions so j figured I would try here. When I'm in Boarderlands 3 if I turn to your middle so that characters who are speaking are on my left side I never hear NPCs at all. This is on PS4. Is there place where you c
Negative,@Borderlands I'm totally unable now to access any forums so I figured I would try here. When I'm in Boarderlands PS 3 if I turn over to the right so that characters who are speaking are on my left side I maybe cant hear on them all at quite all. This is o
Negative,@Borderlands posts'm disconnected to access any forums so I figured I would try Link. When I'm in Boarderlands 3 if I turn to the right so that characters who know speaking are on my left side I barely hear conversation at all. This means probably PS4. Is
Negative,"April 30 until now, for no apparent reason, BL3 just can't connect to SHiFT at all. What's going on here? I've submitted a ticket 2 days ago to Gearbox but still no respond. Please help. @Borderlands @SHiFTstatus @GearboxOfficial"
Negative,"So far, for no apparent reason, BL3 just can't connect to SHiFT. What's going on here? I sent a ticket to Gearbox 2 days ago, but still no answer. @ Borderlands @ SHiFTstatus @ GearboxOfficial"
Negative,"On April 30 so far, for no apparent reason, BL3 simply cannot connect to SHiFT at all. What's going on here? I submitted a ticket 2 days ago to the Gearbox, but still have no answer."
Negative,"April 30 until now, for no apparent reason, BL3 just can't connect to SHiFT at all. What's going on please? I've submitted a ticket 2 days ago to help but still lack response. Please help. – @Borderlands @SHiFTstatus"
Negative,"April 30 on until December now, for no apparent reason, BL3 just can't connect to SHiFT at last all. What's going on through here? I've submitted a speeding ticket on 2 days now ago to Nissan Gearbox but still still no respond. Please help. @Borderlands @SHiFTstatus OR @GearboxOfficial"
Negative,"April or until September, and every apparent reason, BL3 just can't link to SHiFT at all. What's going on here? I've submitted a ticket 2 days ago to Gearbox but get no respond. No help. Gear 2 @Borderlands"
Negative,If a video game inside a video game crashes on you would you call it a videogamecrashception? I need to call Leo!.  . youtu.be/H9jUp8kt9wU
Negative,"If a video game crashes on you in a video game, would you call it a video game crashception? I need to call Leo!.. youtu.be / H9jUp8kt9wU"
Negative,"If a video game inside a video game attacks you, would you call it a video game? I need to call Leo!.. youtu.be / H9jUp89wU"
Negative,If a video game inside a video game crashes on how would just call it a videogamecrashception? I forgot to tell Leo!. . youtu.be/H9jUp8kt9wU
Negative,15 If a video arcade game inside a video game crashes on all you who would you call buying it a perfect videogamecrashception? I will need to call you Leo!.. youtu. will be / H9jUp8kt9wU
Negative,If a video game inside a games system crashes but you would you call it just videogamecrashception? I mean to call that!.. youtu.be/H9jUp8kt9wU
Negative,"@DuvalMagic @Borderlands game doesn't register right sometimes, ammo Regen for More isn't always working properly and sometimes entire bullets don't register when I hit enemies :/ fix soon plssssss"
Negative,"@ DuvalMagic @ Borderlands game sometimes does not register properly, Ammo Rain for More does not always work properly and sometimes whole bullets do not register when I meet enemies: / fix soon plssss"
Negative,"@ DuvalMagic @ Borderlands game sometimes doesn't register correctly, Sea ammunition doesn't always work properly, and sometimes whole bullets don't register when I hit enemies: / fix soon plssssss"
Negative,"@DuvalMagic @Borderlands game doesn't register right sometimes, ammo Regen for More isn't always working efficiently and sometimes my bullets still count when I hit enemies :/ fix soon plssssss"
Negative,"When @DuvalMagic @Borderlands game hardware doesn't register you right way sometimes, ammo Regen for More Weapons isn't always working properly and most sometimes entire bullets don'at t register when I hit other enemies : / fix soon after plssssss"
Negative,"@DuvalMagic @Borderlands game does't register right sometimes, ammo Regen for More isn't kept working fast and sometimes and bullets don't glow when they hunt enemies :/ fix soon plssssss"
Negative,"I want to moan about how abysmal my loot drop rates have been since Mayhem 2.0 in @Borderlands , but realised it’s probably because, with the old Mayhem, it didn’t take me a full half an hour to whittle down a single enemy. That’s probably why it feels stingy @GearboxOfficial"
Negative,"I want to moan about how catastrophically my booty has fallen in @ Borderlands since Mayhem 2.0, but I realise it's probably because it didn't take me a full half hour to knock down a single enemy with the old Mayhem, which is probably why it feels stingy @ GearboxOfficial"
Negative,"I want to moan about how incredible the rate of decline has been since Mayhem 2.0 in @ Borderlands, but realized it's probably because with the old Mayhem, it didn't take me half an hour to destroy any enemy."
Negative,"I want to whine about how abysmal my loot drop rates have been since Mayhem 2.0 in @Borderlands, but realised it’s probably because, since the old Mayhem, it will take anyone a full day an hour to whittle down a single item. That’s probably why it feels stingy now"
Negative,"I want only to moan about how abysmal my loot mine drop rates have been getting since Mayhem and 2. 0 in @Borderlands, but realised it ’ s too probably because, with the old friend Mayhem, already it didn won ’ t take me a full of half an hour to whittle clean down a single enemy. That ’ s probably why it feels stingy @GearboxOfficial"
Negative,"I want into moan about how lower my loot find rates have been since Mayhem hit.0 in @Borderlands, he realised it’s all because, with the old Mayhem, they always take me a day half on hour to whittle down a single enemy. That’s probably why it feels stingy @GearboxOfficial"
Negative,"After what happened with my Xbox scare yesterday, I decided to take my friends advice and uninstalled Borderlands 3 since it’s known to screw up Xbox’s. Which really sucks, I’ll just have to wait and get it on PS4 since there’s no issues with it over there."
Negative,"After what happened to my Xbox yesterday, I decided to heed the advice of my friends and uninstall Borderlands 3, as it's known to screw up Xboxes. What's really annoying, I just have to wait and bring it to the PS4, because there's no problem with it there."
Negative,"After what happened to my Xbox scare yesterday, I decided to take advice from my friends and removed Borderlands 3, as it is known to screw up Xbox. What really sucks, I'll just have to wait and get it on the PS4, as there's no problem with it there."
Negative,"After what happened with the Xbox scare yesterday, I decided to take my friends advice and uninstalled Borderlands 3 where it’s known to screw up servers. Which really happens, I’ll just have ti wait and finish it on PS4 since there’s no issues with it over there."
Negative,"After learning what happened tonight with my Xbox kill scare yesterday, I also decided to take up my friends to advice and uninstalled Borderlands 3 since it ’ of s known to screw up Xbox ’ s. Which really sucks, I ’ don ll just have to wait and get it on PS4 since evidently there ’ s no issues with it just over there."
